gene_ctype,gene_name,cell_type,c_type_num,gene_num
GPR162_Regulatory T cells,GPR162,Regulatory T cells,11,47
GPR162_Tcm/Naive cytotoxic T cells,GPR162,Tcm/Naive cytotoxic T cells,13,47
GPR162_Tcm/Naive helper T cells,GPR162,Tcm/Naive helper T cells,9,47
GPR162_Tem/Effector helper T cells,GPR162,Tem/Effector helper T cells,10,47
GPR162_Tem/Temra cytotoxic T cells,GPR162,Tem/Temra cytotoxic T cells,12,47
GPR162_Tem/Trm cytotoxic T cells,GPR162,Tem/Trm cytotoxic T cells,14,47
GPR162_pDC,GPR162,pDC,8,47
GPRC5B_Age-associated B cells,GPRC5B,Age-associated B cells,2,203
GPRC5B_CD16+ NK cells,GPRC5B,CD16+ NK cells,18,203
GPRC5B_CD16- NK cells,GPRC5B,CD16- NK cells,17,203
GPRC5B_Classical monocytes,GPRC5B,Classical monocytes,5,203
GPRC5B_DC2,GPRC5B,DC2,7,203
GPRC5B_MAIT cells,GPRC5B,MAIT cells,15,203
GPRC5B_Memory B cells,GPRC5B,Memory B cells,1,203
GPRC5B_NK cells,GPRC5B,NK cells,16,203
GPRC5B_Naive B cells,GPRC5B,Naive B cells,0,203
GPRC5B_Non-classical monocytes,GPRC5B,Non-classical monocytes,6,203
GPRC5B_Plasma cells,GPRC5B,Plasma cells,4,203
GPRC5B_Plasmablasts,GPRC5B,Plasmablasts,3,203
GPRC5B_Regulatory T cells,GPRC5B,Regulatory T cells,11,203
GPRC5B_Tcm/Naive cytotoxic T cells,GPRC5B,Tcm/Naive cytotoxic T cells,13,203
GPRC5B_Tcm/Naive helper T cells,GPRC5B,Tcm/Naive helper T cells,9,203
GPRC5B_Tem/Effector helper T cells,GPRC5B,Tem/Effector helper T cells,10,203
GPRC5B_Tem/Temra cytotoxic T cells,GPRC5B,Tem/Temra cytotoxic T cells,12,203
GPRC5B_Tem/Trm cytotoxic T cells,GPRC5B,Tem/Trm cytotoxic T cells,14,203
GPRC5B_pDC,GPRC5B,pDC,8,203
GRAMD4_Age-associated B cells,GRAMD4,Age-associated B cells,2,205
GRAMD4_CD16+ NK cells,GRAMD4,CD16+ NK cells,18,205
GRAMD4_CD16- NK cells,GRAMD4,CD16- NK cells,17,205
GRAMD4_Classical monocytes,GRAMD4,Classical monocytes,5,205
GRAMD4_DC2,GRAMD4,DC2,7,205
GRAMD4_MAIT cells,GRAMD4,MAIT cells,15,205
GRAMD4_Memory B cells,GRAMD4,Memory B cells,1,205
GRAMD4_NK cells,GRAMD4,NK cells,16,205
GRAMD4_Naive B cells,GRAMD4,Naive B cells,0,205
GRAMD4_Non-classical monocytes,GRAMD4,Non-classical monocytes,6,205
GRAMD4_Plasma cells,GRAMD4,Plasma cells,4,205
GRAMD4_Plasmablasts,GRAMD4,Plasmablasts,3,205
GRAMD4_Regulatory T cells,GRAMD4,Regulatory T cells,11,205
GRAMD4_Tcm/Naive cytotoxic T cells,GRAMD4,Tcm/Naive cytotoxic T cells,13,205
GRAMD4_Tcm/Naive helper T cells,GRAMD4,Tcm/Naive helper T cells,9,205
GRAMD4_Tem/Effector helper T cells,GRAMD4,Tem/Effector helper T cells,10,205
GRAMD4_Tem/Temra cytotoxic T cells,GRAMD4,Tem/Temra cytotoxic T cells,12,205
GRAMD4_Tem/Trm cytotoxic T cells,GRAMD4,Tem/Trm cytotoxic T cells,14,205
GRAMD4_pDC,GRAMD4,pDC,8,205
GUCD1_Age-associated B cells,GUCD1,Age-associated B cells,2,188
GUCD1_CD16+ NK cells,GUCD1,CD16+ NK cells,18,188
GUCD1_CD16- NK cells,GUCD1,CD16- NK cells,17,188
GUCD1_Classical monocytes,GUCD1,Classical monocytes,5,188
GUCD1_DC2,GUCD1,DC2,7,188
GUCD1_MAIT cells,GUCD1,MAIT cells,15,188
GUCD1_Memory B cells,GUCD1,Memory B cells,1,188
GUCD1_NK cells,GUCD1,NK cells,16,188
GUCD1_Naive B cells,GUCD1,Naive B cells,0,188
GUCD1_Non-classical monocytes,GUCD1,Non-classical monocytes,6,188
GUCD1_Plasma cells,GUCD1,Plasma cells,4,188
GUCD1_Plasmablasts,GUCD1,Plasmablasts,3,188
GUCD1_Regulatory T cells,GUCD1,Regulatory T cells,11,188
GUCD1_Tcm/Naive cytotoxic T cells,GUCD1,Tcm/Naive cytotoxic T cells,13,188
GUCD1_Tcm/Naive helper T cells,GUCD1,Tcm/Naive helper T cells,9,188
GUCD1_Tem/Effector helper T cells,GUCD1,Tem/Effector helper T cells,10,188
GUCD1_Tem/Temra cytotoxic T cells,GUCD1,Tem/Temra cytotoxic T cells,12,188
GUCD1_Tem/Trm cytotoxic T cells,GUCD1,Tem/Trm cytotoxic T cells,14,188
GUCD1_pDC,GUCD1,pDC,8,188
HARS2_Age-associated B cells,HARS2,Age-associated B cells,2,54
HARS2_CD16+ NK cells,HARS2,CD16+ NK cells,18,54
HARS2_CD16- NK cells,HARS2,CD16- NK cells,17,54
HARS2_Classical monocytes,HARS2,Classical monocytes,5,54
HARS2_DC2,HARS2,DC2,7,54
HARS2_MAIT cells,HARS2,MAIT cells,15,54
HARS2_Memory B cells,HARS2,Memory B cells,1,54
HARS2_NK cells,HARS2,NK cells,16,54
HARS2_Naive B cells,HARS2,Naive B cells,0,54
HARS2_Non-classical monocytes,HARS2,Non-classical monocytes,6,54
HARS2_Plasma cells,HARS2,Plasma cells,4,54
HARS2_Plasmablasts,HARS2,Plasmablasts,3,54
HARS2_Regulatory T cells,HARS2,Regulatory T cells,11,54
HARS2_Tcm/Naive cytotoxic T cells,HARS2,Tcm/Naive cytotoxic T cells,13,54
HARS2_Tcm/Naive helper T cells,HARS2,Tcm/Naive helper T cells,9,54
HARS2_Tem/Effector helper T cells,HARS2,Tem/Effector helper T cells,10,54
HARS2_Tem/Temra cytotoxic T cells,HARS2,Tem/Temra cytotoxic T cells,12,54
HARS2_Tem/Trm cytotoxic T cells,HARS2,Tem/Trm cytotoxic T cells,14,54
HARS2_pDC,HARS2,pDC,8,54
HDLBP_Age-associated B cells,HDLBP,Age-associated B cells,2,88
HDLBP_CD16+ NK cells,HDLBP,CD16+ NK cells,18,88
HDLBP_CD16- NK cells,HDLBP,CD16- NK cells,17,88
HDLBP_Classical monocytes,HDLBP,Classical monocytes,5,88
HDLBP_DC2,HDLBP,DC2,7,88
HDLBP_MAIT cells,HDLBP,MAIT cells,15,88
HDLBP_Memory B cells,HDLBP,Memory B cells,1,88
HDLBP_NK cells,HDLBP,NK cells,16,88
HDLBP_Naive B cells,HDLBP,Naive B cells,0,88
HDLBP_Non-classical monocytes,HDLBP,Non-classical monocytes,6,88
HDLBP_Plasma cells,HDLBP,Plasma cells,4,88
HDLBP_Plasmablasts,HDLBP,Plasmablasts,3,88
HDLBP_Regulatory T cells,HDLBP,Regulatory T cells,11,88
HDLBP_Tcm/Naive cytotoxic T cells,HDLBP,Tcm/Naive cytotoxic T cells,13,88
HDLBP_Tcm/Naive helper T cells,HDLBP,Tcm/Naive helper T cells,9,88
HDLBP_Tem/Effector helper T cells,HDLBP,Tem/Effector helper T cells,10,88
HDLBP_Tem/Temra cytotoxic T cells,HDLBP,Tem/Temra cytotoxic T cells,12,88
HDLBP_Tem/Trm cytotoxic T cells,HDLBP,Tem/Trm cytotoxic T cells,14,88
HDLBP_pDC,HDLBP,pDC,8,88
HHIP_Age-associated B cells,HHIP,Age-associated B cells,2,285
HHIP_CD16+ NK cells,HHIP,CD16+ NK cells,18,285
HHIP_CD16- NK cells,HHIP,CD16- NK cells,17,285
HHIP_Classical monocytes,HHIP,Classical monocytes,5,285
HHIP_DC2,HHIP,DC2,7,285
HHIP_MAIT cells,HHIP,MAIT cells,15,285
HHIP_Memory B cells,HHIP,Memory B cells,1,285
HHIP_NK cells,HHIP,NK cells,16,285
HHIP_Naive B cells,HHIP,Naive B cells,0,285
HHIP_Non-classical monocytes,HHIP,Non-classical monocytes,6,285
HHIP_Plasma cells,HHIP,Plasma cells,4,285
HHIP_Plasmablasts,HHIP,Plasmablasts,3,285
HHIP_Regulatory T cells,HHIP,Regulatory T cells,11,285
HHIP_Tcm/Naive cytotoxic T cells,HHIP,Tcm/Naive cytotoxic T cells,13,285
HHIP_Tcm/Naive helper T cells,HHIP,Tcm/Naive helper T cells,9,285
HHIP_Tem/Effector helper T cells,HHIP,Tem/Effector helper T cells,10,285
HHIP_Tem/Temra cytotoxic T cells,HHIP,Tem/Temra cytotoxic T cells,12,285
HHIP_Tem/Trm cytotoxic T cells,HHIP,Tem/Trm cytotoxic T cells,14,285
HHIP_pDC,HHIP,pDC,8,285
HOXA4_Age-associated B cells,HOXA4,Age-associated B cells,2,284
HOXA4_CD16+ NK cells,HOXA4,CD16+ NK cells,18,284
HOXA4_CD16- NK cells,HOXA4,CD16- NK cells,17,284
HOXA4_Classical monocytes,HOXA4,Classical monocytes,5,284
HOXA4_DC2,HOXA4,DC2,7,284
HOXA4_MAIT cells,HOXA4,MAIT cells,15,284
HOXA4_Memory B cells,HOXA4,Memory B cells,1,284
HOXA4_NK cells,HOXA4,NK cells,16,284
HOXA4_Naive B cells,HOXA4,Naive B cells,0,284
HOXA4_Non-classical monocytes,HOXA4,Non-classical monocytes,6,284
HOXA4_Plasma cells,HOXA4,Plasma cells,4,284
HOXA4_Plasmablasts,HOXA4,Plasmablasts,3,284
HOXA4_Regulatory T cells,HOXA4,Regulatory T cells,11,284
HOXA4_Tcm/Naive cytotoxic T cells,HOXA4,Tcm/Naive cytotoxic T cells,13,284
HOXA4_Tcm/Naive helper T cells,HOXA4,Tcm/Naive helper T cells,9,284
HOXA4_Tem/Effector helper T cells,HOXA4,Tem/Effector helper T cells,10,284
HOXA4_Tem/Temra cytotoxic T cells,HOXA4,Tem/Temra cytotoxic T cells,12,284
HOXA4_Tem/Trm cytotoxic T cells,HOXA4,Tem/Trm cytotoxic T cells,14,284
HOXA4_pDC,HOXA4,pDC,8,284
HS3ST4_Age-associated B cells,HS3ST4,Age-associated B cells,2,100
HS3ST4_CD16+ NK cells,HS3ST4,CD16+ NK cells,18,100
HS3ST4_CD16- NK cells,HS3ST4,CD16- NK cells,17,100
HS3ST4_Classical monocytes,HS3ST4,Classical monocytes,5,100
HS3ST4_DC2,HS3ST4,DC2,7,100
HS3ST4_MAIT cells,HS3ST4,MAIT cells,15,100
HS3ST4_Memory B cells,HS3ST4,Memory B cells,1,100
HS3ST4_NK cells,HS3ST4,NK cells,16,100
HS3ST4_Naive B cells,HS3ST4,Naive B cells,0,100
HS3ST4_Non-classical monocytes,HS3ST4,Non-classical monocytes,6,100
HS3ST4_Plasma cells,HS3ST4,Plasma cells,4,100
HS3ST4_Plasmablasts,HS3ST4,Plasmablasts,3,100
HS3ST4_Regulatory T cells,HS3ST4,Regulatory T cells,11,100
HS3ST4_Tcm/Naive cytotoxic T cells,HS3ST4,Tcm/Naive cytotoxic T cells,13,100
HS3ST4_Tcm/Naive helper T cells,HS3ST4,Tcm/Naive helper T cells,9,100
HS3ST4_Tem/Effector helper T cells,HS3ST4,Tem/Effector helper T cells,10,100
HS3ST4_Tem/Temra cytotoxic T cells,HS3ST4,Tem/Temra cytotoxic T cells,12,100
HS3ST4_Tem/Trm cytotoxic T cells,HS3ST4,Tem/Trm cytotoxic T cells,14,100
HS3ST4_pDC,HS3ST4,pDC,8,100
ICAM1_Age-associated B cells,ICAM1,Age-associated B cells,2,129
ICAM1_CD16+ NK cells,ICAM1,CD16+ NK cells,18,129
ICAM1_CD16- NK cells,ICAM1,CD16- NK cells,17,129
ICAM1_Classical monocytes,ICAM1,Classical monocytes,5,129
ICAM1_DC2,ICAM1,DC2,7,129
ICAM1_MAIT cells,ICAM1,MAIT cells,15,129
ICAM1_Memory B cells,ICAM1,Memory B cells,1,129
ICAM1_NK cells,ICAM1,NK cells,16,129
ICAM1_Naive B cells,ICAM1,Naive B cells,0,129
ICAM1_Non-classical monocytes,ICAM1,Non-classical monocytes,6,129
ICAM1_Plasma cells,ICAM1,Plasma cells,4,129
ICAM1_Plasmablasts,ICAM1,Plasmablasts,3,129
ICAM1_Regulatory T cells,ICAM1,Regulatory T cells,11,129
ICAM1_Tcm/Naive cytotoxic T cells,ICAM1,Tcm/Naive cytotoxic T cells,13,129
ICAM1_Tcm/Naive helper T cells,ICAM1,Tcm/Naive helper T cells,9,129
ICAM1_Tem/Effector helper T cells,ICAM1,Tem/Effector helper T cells,10,129
ICAM1_Tem/Temra cytotoxic T cells,ICAM1,Tem/Temra cytotoxic T cells,12,129
ICAM1_Tem/Trm cytotoxic T cells,ICAM1,Tem/Trm cytotoxic T cells,14,129
ICAM1_pDC,ICAM1,pDC,8,129
IGFBPL1_Age-associated B cells,IGFBPL1,Age-associated B cells,2,36
IGFBPL1_CD16+ NK cells,IGFBPL1,CD16+ NK cells,18,36
IGFBPL1_CD16- NK cells,IGFBPL1,CD16- NK cells,17,36
IGFBPL1_Classical monocytes,IGFBPL1,Classical monocytes,5,36
IGFBPL1_DC2,IGFBPL1,DC2,7,36
IGFBPL1_MAIT cells,IGFBPL1,MAIT cells,15,36
IGFBPL1_Memory B cells,IGFBPL1,Memory B cells,1,36
IGFBPL1_NK cells,IGFBPL1,NK cells,16,36
IGFBPL1_Naive B cells,IGFBPL1,Naive B cells,0,36
IGFBPL1_Non-classical monocytes,IGFBPL1,Non-classical monocytes,6,36
IGFBPL1_Plasma cells,IGFBPL1,Plasma cells,4,36
IGFBPL1_Plasmablasts,IGFBPL1,Plasmablasts,3,36
IGFBPL1_Regulatory T cells,IGFBPL1,Regulatory T cells,11,36
IGFBPL1_Tcm/Naive cytotoxic T cells,IGFBPL1,Tcm/Naive cytotoxic T cells,13,36
IGFBPL1_Tcm/Naive helper T cells,IGFBPL1,Tcm/Naive helper T cells,9,36
IGFBPL1_Tem/Effector helper T cells,IGFBPL1,Tem/Effector helper T cells,10,36
IGFBPL1_Tem/Temra cytotoxic T cells,IGFBPL1,Tem/Temra cytotoxic T cells,12,36
IGFBPL1_Tem/Trm cytotoxic T cells,IGFBPL1,Tem/Trm cytotoxic T cells,14,36
IGFBPL1_pDC,IGFBPL1,pDC,8,36
IQGAP3_Age-associated B cells,IQGAP3,Age-associated B cells,2,89
IQGAP3_CD16+ NK cells,IQGAP3,CD16+ NK cells,18,89
IQGAP3_CD16- NK cells,IQGAP3,CD16- NK cells,17,89
IQGAP3_Classical monocytes,IQGAP3,Classical monocytes,5,89
IQGAP3_DC2,IQGAP3,DC2,7,89
IQGAP3_MAIT cells,IQGAP3,MAIT cells,15,89
IQGAP3_Memory B cells,IQGAP3,Memory B cells,1,89
IQGAP3_NK cells,IQGAP3,NK cells,16,89
IQGAP3_Naive B cells,IQGAP3,Naive B cells,0,89
IQGAP3_Non-classical monocytes,IQGAP3,Non-classical monocytes,6,89
IQGAP3_Plasma cells,IQGAP3,Plasma cells,4,89
IQGAP3_Plasmablasts,IQGAP3,Plasmablasts,3,89
IQGAP3_Regulatory T cells,IQGAP3,Regulatory T cells,11,89
IQGAP3_Tcm/Naive cytotoxic T cells,IQGAP3,Tcm/Naive cytotoxic T cells,13,89
IQGAP3_Tcm/Naive helper T cells,IQGAP3,Tcm/Naive helper T cells,9,89
IQGAP3_Tem/Effector helper T cells,IQGAP3,Tem/Effector helper T cells,10,89
IQGAP3_Tem/Temra cytotoxic T cells,IQGAP3,Tem/Temra cytotoxic T cells,12,89
IQGAP3_Tem/Trm cytotoxic T cells,IQGAP3,Tem/Trm cytotoxic T cells,14,89
IQGAP3_pDC,IQGAP3,pDC,8,89
KCNF1_Age-associated B cells,KCNF1,Age-associated B cells,2,140
KCNF1_CD16+ NK cells,KCNF1,CD16+ NK cells,18,140
KCNF1_CD16- NK cells,KCNF1,CD16- NK cells,17,140
KCNF1_Classical monocytes,KCNF1,Classical monocytes,5,140
KCNF1_DC2,KCNF1,DC2,7,140
KCNF1_MAIT cells,KCNF1,MAIT cells,15,140
KCNF1_Memory B cells,KCNF1,Memory B cells,1,140
KCNF1_NK cells,KCNF1,NK cells,16,140
KCNF1_Naive B cells,KCNF1,Naive B cells,0,140
KCNF1_Non-classical monocytes,KCNF1,Non-classical monocytes,6,140
KCNF1_Plasma cells,KCNF1,Plasma cells,4,140
KCNF1_Plasmablasts,KCNF1,Plasmablasts,3,140
KCNF1_Regulatory T cells,KCNF1,Regulatory T cells,11,140
KCNF1_Tcm/Naive cytotoxic T cells,KCNF1,Tcm/Naive cytotoxic T cells,13,140
KCNF1_Tcm/Naive helper T cells,KCNF1,Tcm/Naive helper T cells,9,140
KCNF1_Tem/Effector helper T cells,KCNF1,Tem/Effector helper T cells,10,140
KCNF1_Tem/Temra cytotoxic T cells,KCNF1,Tem/Temra cytotoxic T cells,12,140
KCNF1_Tem/Trm cytotoxic T cells,KCNF1,Tem/Trm cytotoxic T cells,14,140
KCNF1_pDC,KCNF1,pDC,8,140
KDM2B_Age-associated B cells,KDM2B,Age-associated B cells,2,123
KDM2B_CD16+ NK cells,KDM2B,CD16+ NK cells,18,123
KDM2B_CD16- NK cells,KDM2B,CD16- NK cells,17,123
KDM2B_Classical monocytes,KDM2B,Classical monocytes,5,123
KDM2B_DC2,KDM2B,DC2,7,123
KDM2B_MAIT cells,KDM2B,MAIT cells,15,123
KDM2B_Memory B cells,KDM2B,Memory B cells,1,123
KDM2B_NK cells,KDM2B,NK cells,16,123
KDM2B_Naive B cells,KDM2B,Naive B cells,0,123
KDM2B_Non-classical monocytes,KDM2B,Non-classical monocytes,6,123
KDM2B_Plasma cells,KDM2B,Plasma cells,4,123
KDM2B_Plasmablasts,KDM2B,Plasmablasts,3,123
KDM2B_Regulatory T cells,KDM2B,Regulatory T cells,11,123
KDM2B_Tcm/Naive cytotoxic T cells,KDM2B,Tcm/Naive cytotoxic T cells,13,123
KDM2B_Tcm/Naive helper T cells,KDM2B,Tcm/Naive helper T cells,9,123
KDM2B_Tem/Effector helper T cells,KDM2B,Tem/Effector helper T cells,10,123
KDM2B_Tem/Temra cytotoxic T cells,KDM2B,Tem/Temra cytotoxic T cells,12,123
KDM2B_Tem/Trm cytotoxic T cells,KDM2B,Tem/Trm cytotoxic T cells,14,123
KDM2B_pDC,KDM2B,pDC,8,123
KIF11_Age-associated B cells,KIF11,Age-associated B cells,2,86
KIF11_CD16+ NK cells,KIF11,CD16+ NK cells,18,86
KIF11_CD16- NK cells,KIF11,CD16- NK cells,17,86
KIF11_Classical monocytes,KIF11,Classical monocytes,5,86
KIF11_DC2,KIF11,DC2,7,86
KIF11_MAIT cells,KIF11,MAIT cells,15,86
KIF11_Memory B cells,KIF11,Memory B cells,1,86
KIF11_NK cells,KIF11,NK cells,16,86
KIF11_Naive B cells,KIF11,Naive B cells,0,86
KIF11_Non-classical monocytes,KIF11,Non-classical monocytes,6,86
KIF11_Plasma cells,KIF11,Plasma cells,4,86
KIF11_Plasmablasts,KIF11,Plasmablasts,3,86
KIF11_Regulatory T cells,KIF11,Regulatory T cells,11,86
KIF11_Tcm/Naive cytotoxic T cells,KIF11,Tcm/Naive cytotoxic T cells,13,86
KIF11_Tcm/Naive helper T cells,KIF11,Tcm/Naive helper T cells,9,86
KIF11_Tem/Effector helper T cells,KIF11,Tem/Effector helper T cells,10,86
KIF11_Tem/Temra cytotoxic T cells,KIF11,Tem/Temra cytotoxic T cells,12,86
KIF11_Tem/Trm cytotoxic T cells,KIF11,Tem/Trm cytotoxic T cells,14,86
KIF11_pDC,KIF11,pDC,8,86
KLHDC1_Age-associated B cells,KLHDC1,Age-associated B cells,2,164
KLHDC1_CD16+ NK cells,KLHDC1,CD16+ NK cells,18,164
KLHDC1_CD16- NK cells,KLHDC1,CD16- NK cells,17,164
KLHDC1_Classical monocytes,KLHDC1,Classical monocytes,5,164
KLHDC1_DC2,KLHDC1,DC2,7,164
KLHDC1_MAIT cells,KLHDC1,MAIT cells,15,164
KLHDC1_Memory B cells,KLHDC1,Memory B cells,1,164
KLHDC1_NK cells,KLHDC1,NK cells,16,164
KLHDC1_Naive B cells,KLHDC1,Naive B cells,0,164
KLHDC1_Non-classical monocytes,KLHDC1,Non-classical monocytes,6,164
KLHDC1_Plasma cells,KLHDC1,Plasma cells,4,164
KLHDC1_Plasmablasts,KLHDC1,Plasmablasts,3,164
KLHDC1_Regulatory T cells,KLHDC1,Regulatory T cells,11,164
KLHDC1_Tcm/Naive cytotoxic T cells,KLHDC1,Tcm/Naive cytotoxic T cells,13,164
KLHDC1_Tcm/Naive helper T cells,KLHDC1,Tcm/Naive helper T cells,9,164
KLHDC1_Tem/Effector helper T cells,KLHDC1,Tem/Effector helper T cells,10,164
KLHDC1_Tem/Temra cytotoxic T cells,KLHDC1,Tem/Temra cytotoxic T cells,12,164
KLHDC1_Tem/Trm cytotoxic T cells,KLHDC1,Tem/Trm cytotoxic T cells,14,164
KLHDC1_pDC,KLHDC1,pDC,8,164
KLHDC9_Age-associated B cells,KLHDC9,Age-associated B cells,2,163
KLHDC9_CD16+ NK cells,KLHDC9,CD16+ NK cells,18,163
KLHDC9_CD16- NK cells,KLHDC9,CD16- NK cells,17,163
KLHDC9_Classical monocytes,KLHDC9,Classical monocytes,5,163
KLHDC9_DC2,KLHDC9,DC2,7,163
KLHDC9_MAIT cells,KLHDC9,MAIT cells,15,163
KLHDC9_Memory B cells,KLHDC9,Memory B cells,1,163
KLHDC9_NK cells,KLHDC9,NK cells,16,163
KLHDC9_Naive B cells,KLHDC9,Naive B cells,0,163
KLHDC9_Non-classical monocytes,KLHDC9,Non-classical monocytes,6,163
KLHDC9_Plasma cells,KLHDC9,Plasma cells,4,163
KLHDC9_Plasmablasts,KLHDC9,Plasmablasts,3,163
KLHDC9_Regulatory T cells,KLHDC9,Regulatory T cells,11,163
KLHDC9_Tcm/Naive cytotoxic T cells,KLHDC9,Tcm/Naive cytotoxic T cells,13,163
KLHDC9_Tcm/Naive helper T cells,KLHDC9,Tcm/Naive helper T cells,9,163
KLHDC9_Tem/Effector helper T cells,KLHDC9,Tem/Effector helper T cells,10,163
KLHDC9_Tem/Temra cytotoxic T cells,KLHDC9,Tem/Temra cytotoxic T cells,12,163
KLHDC9_Tem/Trm cytotoxic T cells,KLHDC9,Tem/Trm cytotoxic T cells,14,163
KLHDC9_pDC,KLHDC9,pDC,8,163
KLHL26_Age-associated B cells,KLHL26,Age-associated B cells,2,134
KLHL26_CD16+ NK cells,KLHL26,CD16+ NK cells,18,134
KLHL26_CD16- NK cells,KLHL26,CD16- NK cells,17,134
KLHL26_Classical monocytes,KLHL26,Classical monocytes,5,134
KLHL26_DC2,KLHL26,DC2,7,134
KLHL26_MAIT cells,KLHL26,MAIT cells,15,134
KLHL26_Memory B cells,KLHL26,Memory B cells,1,134
KLHL26_NK cells,KLHL26,NK cells,16,134
KLHL26_Naive B cells,KLHL26,Naive B cells,0,134
KLHL26_Non-classical monocytes,KLHL26,Non-classical monocytes,6,134
KLHL26_Plasma cells,KLHL26,Plasma cells,4,134
KLHL26_Plasmablasts,KLHL26,Plasmablasts,3,134
KLHL26_Regulatory T cells,KLHL26,Regulatory T cells,11,134
KLHL26_Tcm/Naive cytotoxic T cells,KLHL26,Tcm/Naive cytotoxic T cells,13,134
KLHL26_Tcm/Naive helper T cells,KLHL26,Tcm/Naive helper T cells,9,134
KLHL26_Tem/Effector helper T cells,KLHL26,Tem/Effector helper T cells,10,134
KLHL26_Tem/Temra cytotoxic T cells,KLHL26,Tem/Temra cytotoxic T cells,12,134
KLHL26_Tem/Trm cytotoxic T cells,KLHL26,Tem/Trm cytotoxic T cells,14,134
KLHL26_pDC,KLHL26,pDC,8,134
KLK13_Age-associated B cells,KLK13,Age-associated B cells,2,171
KLK13_CD16+ NK cells,KLK13,CD16+ NK cells,18,171
KLK13_CD16- NK cells,KLK13,CD16- NK cells,17,171
KLK13_Classical monocytes,KLK13,Classical monocytes,5,171
KLK13_DC2,KLK13,DC2,7,171
KLK13_MAIT cells,KLK13,MAIT cells,15,171
KLK13_Memory B cells,KLK13,Memory B cells,1,171
KLK13_NK cells,KLK13,NK cells,16,171
KLK13_Naive B cells,KLK13,Naive B cells,0,171
KLK13_Non-classical monocytes,KLK13,Non-classical monocytes,6,171
KLK13_Plasma cells,KLK13,Plasma cells,4,171
KLK13_Plasmablasts,KLK13,Plasmablasts,3,171
KLK13_Regulatory T cells,KLK13,Regulatory T cells,11,171
KLK13_Tcm/Naive cytotoxic T cells,KLK13,Tcm/Naive cytotoxic T cells,13,171
KLK13_Tcm/Naive helper T cells,KLK13,Tcm/Naive helper T cells,9,171
KLK13_Tem/Effector helper T cells,KLK13,Tem/Effector helper T cells,10,171
KLK13_Tem/Temra cytotoxic T cells,KLK13,Tem/Temra cytotoxic T cells,12,171
KLK13_Tem/Trm cytotoxic T cells,KLK13,Tem/Trm cytotoxic T cells,14,171
KLK13_pDC,KLK13,pDC,8,171
KRT76_Age-associated B cells,KRT76,Age-associated B cells,2,214
KRT76_CD16+ NK cells,KRT76,CD16+ NK cells,18,214
KRT76_CD16- NK cells,KRT76,CD16- NK cells,17,214
KRT76_Classical monocytes,KRT76,Classical monocytes,5,214
KRT76_DC2,KRT76,DC2,7,214
KRT76_MAIT cells,KRT76,MAIT cells,15,214
KRT76_Memory B cells,KRT76,Memory B cells,1,214
KRT76_NK cells,KRT76,NK cells,16,214
KRT76_Naive B cells,KRT76,Naive B cells,0,214
KRT76_Non-classical monocytes,KRT76,Non-classical monocytes,6,214
KRT76_Plasma cells,KRT76,Plasma cells,4,214
KRT76_Plasmablasts,KRT76,Plasmablasts,3,214
KRT76_Regulatory T cells,KRT76,Regulatory T cells,11,214
KRT76_Tcm/Naive cytotoxic T cells,KRT76,Tcm/Naive cytotoxic T cells,13,214
KRT76_Tcm/Naive helper T cells,KRT76,Tcm/Naive helper T cells,9,214
KRT76_Tem/Effector helper T cells,KRT76,Tem/Effector helper T cells,10,214
KRT76_Tem/Temra cytotoxic T cells,KRT76,Tem/Temra cytotoxic T cells,12,214
KRT76_Tem/Trm cytotoxic T cells,KRT76,Tem/Trm cytotoxic T cells,14,214
KRT76_pDC,KRT76,pDC,8,214
KRTAP1-3_Age-associated B cells,KRTAP1-3,Age-associated B cells,2,268
KRTAP1-3_CD16+ NK cells,KRTAP1-3,CD16+ NK cells,18,268
KRTAP1-3_CD16- NK cells,KRTAP1-3,CD16- NK cells,17,268
KRTAP1-3_Classical monocytes,KRTAP1-3,Classical monocytes,5,268
KRTAP1-3_DC2,KRTAP1-3,DC2,7,268
KRTAP1-3_MAIT cells,KRTAP1-3,MAIT cells,15,268
KRTAP1-3_Memory B cells,KRTAP1-3,Memory B cells,1,268
KRTAP1-3_NK cells,KRTAP1-3,NK cells,16,268
KRTAP1-3_Naive B cells,KRTAP1-3,Naive B cells,0,268
KRTAP1-3_Non-classical monocytes,KRTAP1-3,Non-classical monocytes,6,268
KRTAP1-3_Plasma cells,KRTAP1-3,Plasma cells,4,268
KRTAP1-3_Plasmablasts,KRTAP1-3,Plasmablasts,3,268
KRTAP1-3_Regulatory T cells,KRTAP1-3,Regulatory T cells,11,268
KRTAP1-3_Tcm/Naive cytotoxic T cells,KRTAP1-3,Tcm/Naive cytotoxic T cells,13,268
KRTAP1-3_Tcm/Naive helper T cells,KRTAP1-3,Tcm/Naive helper T cells,9,268
KRTAP1-3_Tem/Effector helper T cells,KRTAP1-3,Tem/Effector helper T cells,10,268
KRTAP1-3_Tem/Temra cytotoxic T cells,KRTAP1-3,Tem/Temra cytotoxic T cells,12,268
KRTAP1-3_Tem/Trm cytotoxic T cells,KRTAP1-3,Tem/Trm cytotoxic T cells,14,268
KRTAP1-3_pDC,KRTAP1-3,pDC,8,268
KRTAP27-1_Age-associated B cells,KRTAP27-1,Age-associated B cells,2,2
